[[1, 2, 2, 2, 2, 2, 3, 3, 5, 5, 6, 10, 15, 15, 15],
[1, 2, 2, 2, 2, 2, 3, 3, 5, 6, 20, 20, 30, 30, 30],
[1, 2, 2, 2, 2, 3, 6, 6, 7, 7, 7, 14, 21, 21, 21],
[1, 2, 2, 2, 2, 3, 6, 6, 7, 7, 28, 28, 42, 42, 42],
[1, 2, 2, 2, 2, 3, 6, 6, 14, 14, 14, 14, 21, 21, 42],
[1, 2, 2, 2, 2, 3, 6, 6, 21, 21, 28, 42, 42, 42, 84],
[1, 2, 2, 2, 2, 3, 6, 10, 12, 12, 15, 15, 30, 30, 30],
[1, 2, 2, 2, 3, 3, 3, 3, 7, 14, 14, 14, 14, 21, 21],
[1, 2, 2, 2, 3, 3, 3, 3, 7, 21, 21, 28, 42, 42, 42],
[1, 2, 2, 2, 3, 3, 3, 3, 14, 14, 21, 21, 21, 42, 42],
[1, 2, 2, 2, 3, 3, 3, 4, 4, 6, 6, 12, 12, 12, 12],
[1, 2, 2, 2, 3, 3, 5, 5, 6, 6, 6, 6, 15, 15, 15],
[1, 2, 2, 2, 3, 4, 4, 15, 30, 36, 45, 60, 90, 90, 90],
[1, 2, 2, 2, 3, 5, 5, 6, 6, 9, 30, 30, 45, 45, 45],
[1, 2, 2, 2, 3, 15, 15, 30, 35, 42, 42, 70, 105, 105, 105],
[1, 2, 2, 3, 3, 4, 4, 4, 5, 20, 20, 30, 30, 30, 60],
[1, 2, 2, 3, 3, 5, 6, 6, 20, 24, 30, 40, 60, 60, 60],
[1, 2, 2, 3, 4, 4, 5, 5, 10, 20, 20, 20, 20, 30, 30],
[1, 2, 2, 3, 4, 4, 5, 5, 10, 30, 30, 40, 60, 60, 60],
[1, 2, 2, 3, 4, 4, 5, 5, 20, 20, 30, 30, 30, 60, 60],
[1, 2, 2, 3, 4, 4, 5, 5, 20, 20, 60, 60, 90, 90, 90],
[1, 2, 2, 3, 4, 4, 5, 10, 10, 15, 20, 30, 30, 30, 60],
[1, 2, 2, 3, 4, 4, 5, 15, 20, 20, 20, 20, 20, 20, 30],
[1, 2, 2, 3, 4, 4, 5, 15, 20, 20, 30, 40, 60, 60, 60],
[1, 2, 2, 3, 4, 4, 10, 10, 10, 10, 15, 15, 30, 30, 30],
[1, 2, 2, 3, 4, 4, 10, 15, 15, 20, 20, 20, 30, 30, 60],
[1, 2, 2, 3, 4, 4, 10, 25, 50, 60, 75, 100, 150, 150, 150],
[1, 2, 2, 3, 4, 4, 15, 15, 20, 30, 30, 30, 60, 60, 60],
[1, 2, 2, 3, 4, 4, 15, 15, 20, 60, 60, 90, 90, 90, 180],
[1, 2, 2, 3, 4, 4, 15, 20, 30, 30, 45, 60, 90, 90, 90],
[1, 2, 2, 3, 4, 4, 15, 20, 30, 45, 120, 120, 180, 180, 180],
[1, 2, 2, 3, 4, 4, 20, 30, 45, 45, 60, 60, 60, 90, 90],
[1, 2, 2, 3, 4, 4, 25, 75, 90, 90, 300, 300, 450, 450, 450],
[1, 2, 2, 3, 4, 6, 6, 10, 10, 12, 15, 15, 30, 30, 30],
[1, 2, 2, 3, 5, 5, 10, 12, 12, 12, 20, 20, 20, 30, 30],
[1, 2, 2, 3, 5, 10, 10, 12, 12, 12, 15, 30, 30, 30, 60],
[1, 2, 2, 3, 5, 12, 12, 12, 15, 20, 20, 20, 20, 20, 30],
[1, 2, 2, 3, 7, 12, 12, 21, 24, 28, 42, 56, 84, 84, 84],
[1, 2, 2, 3, 10, 12, 12, 12, 15, 15, 20, 20, 30, 30, 60],
[1, 2, 2, 3, 24, 35, 84, 105, 120, 140, 210, 280, 420, 420, 420],
[1, 2, 3, 3, 3, 3, 3, 5, 5, 5, 10, 15, 15, 15, 30],
[1, 2, 3, 3, 3, 3, 3, 5, 5, 20, 20, 30, 30, 30, 60],
[1, 3, 3, 3, 3, 3, 4, 6, 7, 7, 28, 28, 42, 42, 42],
[1, 3, 3, 3, 4, 4, 8, 20, 24, 30, 40, 60, 60, 60, 120],
[1, 3, 3, 3, 5, 5, 5, 5, 5, 6, 6, 15, 15, 15, 30],
[1, 3, 3, 3, 5, 5, 6, 6, 10, 10, 10, 15, 15, 30, 30],
[1, 3, 3, 4, 4, 4, 5, 8, 10, 12, 40, 40, 60, 60, 60],
[1, 3, 3, 4, 4, 5, 6, 10, 12, 12, 20, 30, 30, 30, 60],
[1, 3, 3, 4, 4, 6, 10, 10, 10, 12, 12, 15, 30, 30, 30],
[1, 3, 3, 4, 4, 6, 12, 12, 15, 20, 20, 20, 30, 30, 60],
[1, 3, 3, 4, 5, 6, 8, 8, 24, 40, 40, 40, 40, 60, 60],
[1, 3, 3, 4, 5, 6, 8, 8, 24, 60, 60, 80, 120, 120, 120],
[1, 3, 3, 4, 5, 6, 12, 16, 40, 48, 60, 80, 120, 120, 120],
[1, 3, 3, 4, 5, 6, 20, 20, 48, 80, 80, 80, 80, 120, 120],
[1, 3, 3, 4, 5, 6, 20, 20, 48, 120, 120, 160, 240, 240, 240],
[1, 3, 3, 4, 5, 6, 20, 40, 48, 60, 80, 120, 120, 120, 240],
[1, 3, 3, 4, 5, 6, 24, 24, 24, 24, 40, 40, 40, 60, 60],
[1, 3, 3, 4, 5, 6, 40, 40, 40, 48, 60, 60, 120, 120, 120],
[1, 3, 3, 4, 5, 6, 48, 60, 60, 80, 80, 80, 120, 120, 240],
[1, 3, 3, 4, 5, 6, 48, 100, 200, 240, 300, 400, 600, 600, 600],
[1, 3, 3, 4, 5, 6, 48, 100, 240, 300, 800, 800, 1200, 1200, 1200],
[1, 3, 3, 4, 5, 6, 48, 240, 300, 300, 400, 400, 400, 600, 600],
[1, 3, 3, 4, 5, 8, 8, 16, 16, 30, 80, 80, 120, 120, 120],
[1, 3, 3, 4, 5, 8, 8, 30, 48, 48, 48, 80, 120, 120, 120],
[1, 3, 3, 4, 5, 8, 10, 20, 20, 20, 24, 40, 60, 60, 60],
[1, 3, 3, 4, 5, 8, 10, 20, 20, 24, 80, 80, 120, 120, 120],
[1, 3, 3, 4, 5, 8, 20, 20, 24, 30, 40, 40, 40, 60, 60],
[1, 3, 3, 4, 5, 10, 12, 12, 20, 24, 24, 40, 60, 60, 60],
[1, 3, 3, 4, 5, 10, 12, 12, 24, 24, 80, 80, 120, 120, 120],
[1, 3, 3, 4, 5, 10, 32, 60, 60, 96, 120, 160, 240, 240, 240],
[1, 3, 3, 4, 5, 12, 12, 24, 24, 30, 40, 40, 40, 60, 60],
[1, 3, 3, 4, 5, 16, 24, 30, 40, 48, 48, 80, 120, 120, 120],
[1, 3, 3, 4, 5, 30, 32, 40, 96, 160, 160, 160, 160, 240, 240],
[1, 3, 3, 4, 5, 30, 32, 40, 96, 240, 240, 320, 480, 480, 480],
[1, 3, 3, 4, 5, 30, 32, 80, 96, 120, 160, 240, 240, 240, 480],
[1, 3, 3, 4, 5, 30, 32, 96, 120, 320, 320, 480, 480, 480, 960],
[1, 3, 3, 4, 5, 30, 48, 56, 120, 240, 560, 560, 840, 840, 840],
[1, 3, 3, 4, 5, 30, 120, 128, 320, 384, 480, 640, 960, 960, 960],
[1, 3, 3, 4, 5, 30, 120, 128, 384, 480, 1280, 1280, 1920, 1920, 1920],
[1, 3, 3, 4, 6, 7, 8, 8, 12, 42, 42, 56, 84, 84, 84],
[1, 3, 3, 5, 6, 8, 12, 16, 16, 60, 60, 80, 120, 120, 120],
[1, 3, 3, 5, 6, 12, 12, 16, 20, 24, 80, 80, 120, 120, 120],
[1, 3, 3, 5, 8, 8, 8, 8, 20, 20, 30, 40, 60, 60, 60],
[1, 3, 3, 5, 8, 8, 8, 12, 12, 24, 30, 40, 60, 60, 60],
[1, 3, 3, 5, 8, 8, 20, 20, 24, 24, 24, 30, 60, 60, 60],
[1, 3, 3, 5, 8, 16, 16, 24, 30, 48, 60, 80, 120, 120, 120],
[1, 3, 3, 5, 10, 12, 16, 16, 20, 20, 80, 80, 120, 120, 120],
[1, 3, 3, 5, 12, 12, 12, 18, 80, 180, 180, 240, 360, 360, 360],
[1, 3, 3, 5, 14, 14, 30, 30, 30, 35, 42, 70, 105, 105, 105],
[1, 3, 3, 5, 16, 20, 24, 30, 32, 120, 120, 160, 240, 240, 240],
[1, 3, 3, 5, 16, 24, 30, 32, 60, 160, 160, 240, 240, 240, 480],
[1, 3, 3, 5, 16, 30, 48, 60, 64, 120, 320, 320, 480, 480, 480],
[1, 3, 3, 5, 20, 42, 56, 60, 60, 84, 280, 280, 420, 420, 420],
[1, 3, 3, 5, 20, 60, 60, 70, 70, 84, 140, 210, 210, 210, 420],
[1, 3, 3, 5, 24, 24, 30, 48, 60, 80, 120, 120, 120, 240, 240],
[1, 3, 3, 5, 24, 24, 30, 48, 60, 80, 240, 240, 360, 360, 360],
[1, 3, 3, 5, 24, 24, 210, 252, 280, 720, 1680, 1680, 2520, 2520, 2520],
[1, 3, 3, 5, 24, 28, 36, 126, 168, 360, 840, 840, 1260, 1260, 1260],
[1, 3, 3, 5, 24, 56, 60, 112, 120, 210, 560, 560, 840, 840, 840],
[1, 3, 3, 5, 24, 60, 84, 120, 168, 210, 280, 420, 420, 420, 840],
[1, 3, 3, 5, 30, 32, 40, 60, 80, 96, 96, 160, 240, 240, 240],
[1, 3, 3, 5, 30, 32, 40, 60, 96, 96, 320, 320, 480, 480, 480],
[1, 3, 3, 5, 30, 32, 60, 96, 96, 120, 160, 160, 160, 240, 240],
[1, 3, 3, 5, 30, 60, 72, 80, 144, 144, 480, 480, 720, 720, 720],
[1, 3, 3, 5, 32, 84, 210, 224, 480, 960, 2240, 2240, 3360, 3360, 3360],
[1, 3, 3, 5, 36, 48, 80, 90, 216, 540, 540, 720, 1080, 1080, 1080],
[1, 3, 3, 5, 36, 48, 80, 216, 270, 720, 720, 1080, 1080, 1080, 2160],
[1, 3, 3, 5, 48, 54, 80, 144, 180, 540, 540, 720, 1080, 1080, 1080],
[1, 3, 3, 5, 48, 56, 96, 210, 280, 420, 1120, 1120, 1680, 1680, 1680],
[1, 3, 3, 5, 54, 60, 72, 80, 216, 540, 540, 720, 1080, 1080, 1080],
[1, 3, 3, 5, 60, 72, 80, 144, 144, 270, 720, 720, 1080, 1080, 1080],
[1, 3, 3, 5, 60, 80, 90, 180, 180, 216, 720, 720, 1080, 1080, 1080],
[1, 3, 3, 5, 60, 80, 90, 216, 540, 540, 720, 1080, 1080, 1080, 2160],
[1, 3, 3, 5, 60, 80, 90, 216, 720, 1620, 1620, 2160, 3240, 3240, 3240],
[1, 3, 3, 5, 60, 84, 120, 120, 120, 210, 280, 420, 420, 420, 840],
[1, 3, 3, 5, 72, 84, 90, 280, 504, 1260, 1260, 1680, 2520, 2520, 2520],
[1, 3, 3, 5, 84, 96, 128, 210, 1120, 1920, 4480, 4480, 6720, 6720, 6720],
[1, 3, 3, 5, 84, 120, 126, 168, 180, 280, 840, 840, 1260, 1260, 1260],
[1, 3, 3, 5, 84, 126, 168, 240, 280, 720, 1680, 1680, 2520, 2520, 2520],
[1, 3, 3, 5, 84, 126, 168, 280, 540, 1080, 2520, 2520, 3780, 3780, 3780],
[1, 3, 3, 5, 84, 160, 210, 672, 896, 1920, 4480, 4480, 6720, 6720, 6720],
[1, 3, 3, 5, 84, 168, 280, 324, 1890, 3240, 7560, 7560, 11340, 11340, 11340],
[1, 3, 3, 5, 210, 240, 720, 1260, 2016, 2240, 6720, 6720, 10080, 10080, 10080],
[1, 3, 3, 5, 240, 720, 784, 1890, 8820, 15120, 35280, 35280, 52920, 52920, 52920],
[1, 3, 3, 5, 240, 720, 784, 7560, 8820, 13230, 35280, 35280, 52920, 52920, 52920],
[1, 3, 3, 5, 270, 384, 540, 640, 1920, 1920, 5760, 5760, 8640, 8640, 8640],
[1, 3, 3, 6, 6, 8, 12, 15, 24, 30, 40, 60, 60, 60, 120],
[1, 3, 4, 4, 5, 5, 6, 6, 6, 20, 20, 20, 20, 30, 30],
[1, 3, 4, 4, 5, 5, 6, 8, 8, 12, 40, 40, 60, 60, 60],
[1, 3, 4, 4, 5, 5, 6, 12, 24, 24, 24, 40, 60, 60, 60],
[1, 3, 4, 4, 5, 6, 6, 6, 10, 15, 20, 30, 30, 30, 60],
[1, 3, 4, 4, 6, 6, 6, 7, 12, 14, 21, 28, 42, 42, 42],
[1, 3, 4, 4, 6, 6, 6, 10, 10, 10, 15, 15, 30, 30, 30],
[1, 4, 4, 4, 4, 4, 5, 5, 12, 15, 20, 30, 30, 30, 60],
[1, 4, 4, 4, 4, 6, 7, 7, 12, 21, 56, 56, 84, 84, 84],
[1, 4, 4, 4, 5, 5, 5, 20, 24, 30, 40, 60, 60, 60, 120],
[1, 4, 4, 4, 5, 5, 12, 12, 12, 12, 15, 30, 30, 30, 60],
[1, 4, 4, 4, 9, 10, 15, 18, 20, 36, 45, 60, 90, 90, 90],
[1, 4, 4, 4, 15, 20, 24, 25, 50, 75, 200, 200, 300, 300, 300],
[1, 4, 4, 5, 5, 5, 8, 8, 8, 10, 20, 20, 20, 40, 40],
[1, 4, 4, 5, 5, 5, 8, 8, 8, 10, 40, 40, 60, 60, 60],
[1, 4, 4, 5, 6, 9, 9, 10, 12, 20, 60, 60, 90, 90, 90],
[1, 4, 4, 5, 8, 8, 8, 15, 15, 20, 30, 40, 60, 60, 60],
[1, 4, 4, 6, 7, 7, 9, 12, 56, 126, 126, 168, 252, 252, 252],
[1, 4, 4, 6, 7, 9, 12, 14, 21, 28, 84, 84, 126, 126, 126],
[1, 4, 5, 5, 5, 6, 8, 8, 12, 40, 40, 60, 60, 60, 120],
[1, 4, 5, 5, 5, 8, 12, 12, 16, 30, 80, 80, 120, 120, 120],
[1, 5, 5, 5, 5, 5, 6, 12, 12, 15, 15, 30, 30, 30, 60],
[1, 5, 5, 5, 5, 5, 6, 12, 12, 45, 45, 60, 90, 90, 90],
[1, 5, 5, 5, 5, 5, 9, 12, 15, 18, 60, 60, 90, 90, 90],
[1, 5, 5, 5, 6, 10, 10, 12, 12, 20, 20, 20, 30, 30, 60],
[1, 5, 5, 5, 12, 16, 20, 30, 32, 60, 160, 160, 240, 240, 240],
[1, 5, 5, 5, 12, 20, 24, 30, 48, 60, 80, 120, 120, 120, 240],
[1, 5, 5, 6, 6, 8, 12, 12, 15, 20, 30, 40, 60, 60, 60],
[1, 5, 5, 6, 6, 10, 15, 20, 24, 24, 40, 60, 60, 60, 120],
[1, 5, 5, 6, 6, 15, 24, 24, 30, 40, 40, 40, 60, 60, 120],
