(1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 90, 145, 1566, 5220, 15660)
(1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 54, 324, 783, 4698, 9396)
(1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 54, 348, 783, 870, 15660)
(1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 58, 174, 261, 348, 1044)
(1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 87, 87, 116, 261, 1044)
(1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 40, 40, 60, 261, 1160, 10440)
(1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 7, 22, 198, 2170, 30690, 429660)
(1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 7, 31, 31, 310, 2170, 4340)
(1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 7, 31, 31, 434, 434, 4340)
(1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 40, 90, 261, 1160, 10440)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 80, 261, 1392, 6960, 31320, 62640)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 81, 232, 1620, 3480, 10440, 93960)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 81, 232, 2088, 2088, 9396, 18792)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 81, 270, 435, 4698, 15660, 46980)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 81, 290, 405, 1044, 2610, 46980)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 87, 162, 972, 2349, 14094, 28188)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 87, 162, 1044, 2349, 2610, 46980)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 87, 174, 522, 783, 1044, 3132)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 87, 180, 360, 1160, 6264, 31320)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 87, 232, 232, 696, 3132, 6264)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 87, 261, 261, 348, 783, 3132)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 90, 145, 1620, 3915, 23490, 46980)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 90, 145, 1740, 3915, 4350, 78300)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 108, 145, 162, 3915, 23490, 46980)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 120, 120, 180, 783, 3480, 31320)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 135, 145, 174, 174, 580, 15660)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 28, 63, 290, 882, 882, 882, 255780)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 54, 324, 810, 2610, 7830, 46980)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 54, 435, 580, 783, 870, 15660)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 54, 522, 522, 522, 3132, 3132)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 58, 135, 783, 1620, 23490, 46980)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 58, 135, 783, 1740, 4350, 78300)
(1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 29, 58, 135, 870, 1305, 3132, 15660)
