(1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 4, 9, 33, 44, 99, 396)
(1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 4, 11, 14, 44, 462, 924)
(1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 52, 156, 273, 1092)
(1, 1, 2, 2, 2, 3, 3, 17, 17, 17, 17, 17, 17, 17, 17, 102)
(1, 1, 2, 2, 2, 3, 4, 4, 11, 14, 44, 924, 924, 924, 924, 924)
(1, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5, 11, 33, 35, 1155, 2310)
(1, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5, 12, 20, 44, 165, 660)
(1, 1, 2, 2, 2, 5, 5, 5, 5, 5, 7, 7, 11, 33, 1155, 2310)
(1, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 9, 26, 126, 1092, 3276)
(1, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 9, 26, 130, 468, 2340)
(1, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 9, 26, 156, 234, 468)
(1, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 9, 33, 44, 99, 396)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 49, 364, 1092, 1911, 7644)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 52, 140, 546, 1014, 70980)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 52, 150, 364, 546, 27300)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 54, 156, 156, 4914, 9828)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 56, 104, 273, 1560, 10920)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 56, 104, 273, 2184, 2184)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 56, 104, 312, 546, 2184)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 60, 90, 234, 420, 16380)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 60, 91, 195, 1820, 5460)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 70, 78, 140, 420, 5460)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 7, 84, 91, 91, 156, 1092)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 8, 14, 104, 273, 1560, 10920)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 8, 14, 104, 273, 2184, 2184)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 8, 14, 104, 312, 546, 2184)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 8, 15, 40, 88, 330, 1320)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 9, 11, 72, 264, 264, 792)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 9, 11, 99, 132, 132, 396)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 9, 12, 26, 126, 1092, 3276)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 9, 12, 26, 130, 468, 2340)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 9, 12, 26, 156, 234, 468)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 9, 12, 33, 44, 99, 396)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 10, 10, 36, 132, 495, 1980)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 10, 10, 44, 60, 165, 660)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 10, 11, 20, 132, 330, 660)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 18, 65, 315, 2730, 8190)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 18, 65, 325, 1170, 5850)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 18, 65, 351, 702, 3510)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 18, 65, 390, 585, 1170)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 18, 66, 275, 495, 4950)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 18, 78, 117, 325, 5850)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 20, 36, 132, 495, 1980)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 20, 44, 60, 165, 660)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 21, 39, 70, 70, 2730)
(1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 5, 22, 33, 55, 330, 330)
(1, 1, 2, 3, 3, 3, 3, 3, 4, 4, 4, 14, 33, 33, 462, 924)
(1, 1, 2, 3, 3, 3, 3, 3, 4, 4, 5, 6, 25, 132, 330, 3300)
(1, 1, 2, 3, 3, 3, 3, 3, 4, 4, 5, 6, 30, 44, 165, 660)
(1, 1, 2, 3, 3, 3, 3, 3, 4, 4, 5, 6, 33, 44, 66, 660)
(1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 7, 12, 52, 156, 273, 1092)
(1, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 26, 126, 1092, 3276)
(1, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 26, 130, 468, 2340)
(1, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 26, 156, 234, 468)
(1, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 33, 44, 99, 396)
