(2, 2, 2, 3, 3, 17, 17, 17, 17, 17, 17, 17, 17, 102)
(1, 2, 2, 2, 3, 3, 17, 17, 17, 17, 17, 17, 17, 17, 102)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 8, 8, 8, 34, 34, 408)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 17, 24, 408, 408)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 12, 12, 17, 17, 204)
(1, 1, 2, 2, 2, 3, 3, 17, 17, 17, 17, 17, 17, 17, 17, 102)
(1, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 17, 24, 408, 408)
(1, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 12, 12, 17, 17, 204)
(1, 3, 3, 3, 3, 3, 3, 3, 3, 4, 8, 8, 8, 34, 34, 408)
(2, 2, 2, 3, 3, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 114)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 15, 40, 85, 2040, 2040)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 15, 17, 54, 60, 108, 9180)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 12, 30, 60, 85, 85, 1020)
(2, 2, 2, 3, 3, 9, 9, 51, 51, 51, 51, 51, 51, 51, 51, 306)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 17, 24, 306, 1224, 1224)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 16, 34, 48, 816, 816)
(2, 2, 2, 3, 4, 4, 12, 34, 34, 34, 34, 34, 34, 34, 34, 204)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 12, 34, 51, 60, 85, 1020)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 18, 24, 51, 1224, 1224)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 9, 12, 36, 51, 51, 612)
(2, 2, 2, 3, 3, 17, 17, 17, 17, 17, 17, 17, 17, 153, 153, 306)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 24, 24, 34, 34, 408)
(2, 2, 3, 3, 3, 3, 6, 17, 17, 17, 17, 17, 17, 17, 17, 102)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 17, 17, 204)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 10, 12, 17, 54, 108, 9180)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 8, 17, 24, 289, 6936, 6936)
(3, 3, 3, 3, 3, 3, 3, 3, 4, 8, 8, 12, 12, 17, 408, 408)
(1, 2, 2, 2, 3, 3, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 114)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 36, 38, 114, 684)
(1, 1, 2, 2, 2, 3, 3, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 114)
(1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 36, 38, 114, 684)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 9, 19, 57, 342)
(2, 2, 2, 3, 3, 9, 9, 19, 57, 1026, 1026, 1026, 1026, 1026, 1026, 1026, 1026, 1026)
(2, 2, 2, 3, 3, 9, 9, 19, 171, 171, 171, 171, 171, 171, 171, 171, 171, 342)
(2, 2, 2, 3, 3, 9, 9, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 342)
(2, 2, 2, 3, 3, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 171, 171, 342)
(2, 2, 2, 3, 3, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 76, 76, 1140)
(2, 2, 2, 3, 3, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 380, 1140)
(2, 2, 2, 3, 4, 4, 12, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 228)
(2, 2, 2, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 19, 57, 342)
(2, 2, 2, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 18, 42, 76, 3420, 23940)
(2, 2, 2, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 18, 42, 76, 4788, 4788)
(2, 2, 3, 3, 3, 3, 6, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 114)
(2, 2, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 9, 19, 57, 342)
(2, 2, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 36, 57, 180, 1140, 3420)
(2, 2, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 45, 45, 95, 285, 1710)
(2, 2, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 45, 57, 57, 855, 1710)
(2, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 12, 19, 380, 1140)
(2, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 19, 380, 1140)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 27, 108, 114, 342, 2052)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 28, 63, 266, 798, 4788)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 10, 20, 38, 38, 570, 1140)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 18, 18, 38, 114, 684)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 19, 19, 38, 38, 228)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 8, 8, 15, 38, 760, 2280)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 7, 63, 76, 3420, 23940)
(2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 7, 63, 76, 4788, 4788)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 23, 72, 120, 4140, 8280)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 27, 92, 138, 1242, 2484)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 276, 276, 276)
(2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 8, 18, 23, 23, 360, 2760, 8280)
(2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 9, 10, 115, 115, 690, 1035, 4140)
(2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 18, 23, 23, 138, 207, 828)
(2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 8, 8, 23, 27, 69, 4968, 4968)
(2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 9, 9, 10, 184, 920, 2760, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 23, 72, 120, 4140, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 27, 92, 138, 1242, 2484)
(1, 2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 276, 276, 276)
(1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 8, 18, 23, 23, 360, 2760, 8280)
(1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 9, 10, 115, 115, 690, 1035, 4140)
(1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 18, 23, 23, 138, 207, 828)
(1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 8, 8, 23, 27, 69, 4968, 4968)
(1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 9, 9, 10, 184, 920, 2760, 8280)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 7, 12, 69, 69, 483, 1932, 1932, 1932)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 23, 72, 120, 3726, 37260, 74520)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 23, 90, 120, 120, 4140, 8280)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 24, 50, 276, 600, 1150, 13800)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 24, 69, 72, 270, 12420, 24840)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 24, 69, 92, 120, 230, 2760)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 12, 18, 23, 69, 216, 4968, 4968)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 12, 20, 23, 40, 72, 4140, 8280)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 12, 23, 24, 27, 69, 4968, 4968)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 16, 16, 16, 69, 69, 276, 1104)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 10, 15, 45, 46, 230, 690, 2070)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 10, 15, 46, 46, 207, 230, 2070)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 10, 23, 24, 24, 120, 4140, 8280)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 12, 12, 27, 92, 138, 1242, 2484)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 27, 81, 276, 414, 3726, 7452)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 46, 46, 46, 92, 414, 828)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 10, 18, 36, 184, 920, 2760, 8280)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 10, 23, 23, 115, 230, 276, 1380)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 10, 23, 24, 72, 120, 4140, 8280)
(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 12, 18, 23, 23, 138, 207, 828)
(2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 12, 69, 69, 644, 644, 1932)
(2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 8, 10, 23, 72, 120, 4140, 8280)
(2, 2, 2, 3, 3, 7, 12, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 1380, 1932, 9660)
(2, 2, 2, 3, 3, 7, 12, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 1932, 1932, 1932)
(2, 2, 2, 3, 3, 7, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 45, 1127, 202860, 405720)
(2, 2, 2, 3, 3, 8, 12, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 552, 552, 552)
(2, 2, 2, 3, 3, 9, 10, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 69, 207, 2070)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 161, 1380, 1932, 9660)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 161, 1932, 1932, 1932)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 168, 504, 8280, 57960)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 168, 504, 11592, 11592)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 168, 552, 1288, 3864)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 180, 345, 4140, 4140)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 184, 552, 552, 552)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 207, 252, 1932, 5796)
(2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 207, 276, 828, 828)
(2, 2, 2, 3, 3, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 63, 207, 690, 1610, 28980)
(2, 2, 2, 3, 3, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 75, 138, 150, 575, 6900)
(2, 2, 2, 3, 4, 6, 6, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 276, 276, 276)
(2, 2, 2, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 23, 42, 42, 138, 322, 2898)
(2, 2, 2, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 23, 30, 60, 4140, 8280)
(2, 2, 2, 5, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 69, 92, 230, 2760)
(2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 18, 23, 126, 138, 322, 2898)
