(1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 23, 72, 120, 4140, 8280)
(1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 27, 92, 138, 1242, 2484)
(1, 1, 2, 2, 2, 3, 3, 12, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 276, 276, 276)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 8, 18, 23, 23, 360, 2760, 8280)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 9, 10, 90, 184, 920, 2760, 8280)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 9, 10, 92, 180, 460, 1380, 4140)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 9, 10, 115, 115, 690, 1035, 4140)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 9, 12, 18, 92, 460, 1380, 4140)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 18, 23, 23, 138, 207, 828)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 8, 8, 23, 27, 69, 4968, 4968)
(1, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 9, 9, 10, 184, 920, 2760, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 7, 12, 69, 69, 483, 1932, 1932, 1932)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 23, 72, 120, 3726, 37260, 74520)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 23, 90, 120, 120, 4140, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 24, 50, 276, 600, 1150, 13800)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 24, 69, 72, 270, 12420, 24840)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 10, 24, 69, 92, 120, 230, 2760)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 12, 18, 23, 69, 216, 4968, 4968)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 12, 20, 23, 40, 72, 4140, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 12, 23, 24, 27, 69, 4968, 4968)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 8, 16, 16, 16, 69, 69, 276, 1104)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 10, 15, 45, 46, 230, 690, 2070)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 10, 15, 46, 46, 207, 230, 2070)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 10, 23, 24, 24, 120, 4140, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 12, 12, 27, 92, 138, 1242, 2484)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 27, 81, 276, 414, 3726, 7452)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 9, 46, 46, 46, 92, 414, 828)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 10, 18, 36, 184, 920, 2760, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 10, 23, 23, 115, 230, 276, 1380)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 10, 23, 24, 72, 120, 4140, 8280)
(1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 12, 18, 23, 23, 138, 207, 828)
(1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 12, 69, 69, 644, 644, 1932)
(1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 8, 10, 23, 72, 120, 4140, 8280)
(1, 2, 2, 2, 3, 3, 7, 12, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 1380, 1932, 9660)
(1, 2, 2, 2, 3, 3, 7, 12, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 1932, 1932, 1932)
(1, 2, 2, 2, 3, 3, 7, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 45, 1127, 202860, 405720)
(1, 2, 2, 2, 3, 3, 8, 12, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 552, 552, 552)
